schema_version,record_type,id,rights_id,resource_kind,uri,local_path,bytes,sha256,rows,file_count,expanded_bytes,relation,verification_status,provenance
1.1.0,resource,O007-RESOURCE-MT213-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt213-structural-qa.json,5550,fefa958a0cfc681cb5809e2a6f4afbae2a6583c859ab5cfe986afec4e8522436,,,,source-target structural replay for O007-FREMLIN-V2-S213,pass=true; exact source/target identities and allowed math edit topology verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT213-SOURCE"",""O007-RESOURCE-MT213-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT214-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt214.tex,49513,28bcd29fc1c894ae18f67e2f5d082cc96afaa316ca4cca6005507761eaf8b563,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S214,frozen official source bytes verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT214-TARGET,,translated-target,,source/id-ID/mt214.tex,55343,69f25ccf52c38993a7c7f5bb9847c40854c918e3833f406a81223d053251b3eb,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S214,structural and owner semantic QA pass; reader admission remains external,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT214-SOURCE"",""O007-RESOURCE-CH21-HELPER-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT214-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt214-structural-qa.json,5694,95690a907a14bdebcc1ffa0153c1d49e363c43b912fb977ff31f6f30937cb55f,,,,source-target structural replay for O007-FREMLIN-V2-S214,pass=true; exact source/target identities and allowed math edit topology verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT214-SOURCE"",""O007-RESOURCE-MT214-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT215-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt215.tex,25674,d018c9b7bc1b947ce64eeb8fcd5893a992bf563f611287dd79bc709adff45e18,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S215,frozen official source bytes verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT215-TARGET,,translated-target,,source/id-ID/mt215.tex,27477,6d7721feaa88b57a130efac839240b2deb8eb60d1522d2937d32a545c8354da6,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S215,structural and owner semantic QA pass; reader admission remains external,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT215-SOURCE"",""O007-RESOURCE-CH21-HELPER-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT215-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt215-structural-qa.json,3338,357a42b61541b221cdf346fd80d7cc4ed6f92ff0453fb6428c3b8799d9466fa4,,,,source-target structural replay for O007-FREMLIN-V2-S215,pass=true; exact source/target identities and allowed math edit topology verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT215-SOURCE"",""O007-RESOURCE-MT215-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT216-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt216.tex,25045,bacd5ea48b7b5840e7f602a73a285c0260f3b5d7c12a3fb8e68308d8ded2cec2,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S216,frozen official source bytes verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT216-TARGET,,translated-target,,source/id-ID/mt216.tex,27221,21723c2c72ad190cead91e26afcb5545f6c59d667cc2721ef8987f44de9ffb4b,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S216,structural and owner semantic QA pass; reader admission remains external,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT216-SOURCE"",""O007-RESOURCE-CH21-HELPER-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT216-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt216-structural-qa.json,4418,2fc482f3b193b5b1c9ce9c55449ec412d9b1fc436627bb37c25eddd3468e69aa,,,,source-target structural replay for O007-FREMLIN-V2-S216,pass=true; exact source/target identities and allowed math edit topology verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT216-SOURCE"",""O007-RESOURCE-MT216-TARGET""]}"
1.1.0,resource,O007-RESOURCE-CH23-SOURCE-CORRECTIONS,,source-correction-ledger,,backend/catalog-v1.11/snapshots/inherited-v1.10-chapter23-source-corrections.csv,60372,111fc2931c9ff8f7728448dc0c37efbf683610fde51500589e962712d22f4cae,117,,,exact cumulative source-to-target correction ledger through Volume II Chapter 23,117 unique rows; exact Chapter 23 correction set O007-CORR-0093 through O007-CORR-0117,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT23-SOURCE"",""O007-RESOURCE-MT231-SOURCE"",""O007-RESOURCE-MT232-SOURCE"",""O007-RESOURCE-MT233-SOURCE"",""O007-RESOURCE-MT234-SOURCE"",""O007-RESOURCE-MT235-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH23-TERMINOLOGY-DECISIONS,,terminology-decision-log,,backend/catalog-v1.11/snapshots/inherited-v1.10-chapter23-terminology-decisions.md,12445,eac1b1dfbbe6f7261c6ff1af0b7fa607658982a70128eb13b79ef4d290269bc9,,,,current Indonesian terminology decisions including the complete Chapter 23 section,post-edit bytes frozen; preferred Chapter 23 mathematical terms explicit,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT23-SOURCE"",""O007-RESOURCE-MT231-SOURCE"",""O007-RESOURCE-MT232-SOURCE"",""O007-RESOURCE-MT233-SOURCE"",""O007-RESOURCE-MT234-SOURCE"",""O007-RESOURCE-MT235-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT02-PAGE-REFERENCE-PROOF,,source-reference-proof,,qa/MT02_SOURCE_REFERENCE_PROOF.json,2061,03848b286710b2cc5a6d89c4e583ede7ec0f26cf89a48642872dde0e89455c35,,,,deterministic proof for the corrected Volume-II appendix 2A3 page reference,official 570-page build triangulates 2A3 start as page 527 and authority page 503 as a source defect,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT02-OFFICIAL-CONTENTS""]}"
1.1.0,resource,O007-RESOURCE-CH23-AGGREGATE-QA,,chapter-aggregate-qa-receipt,,qa/chapter23-aggregate-qa.json,10843,a265a5244fcd89289f5247f9abe529d0a5545cf0a184e9d401b05fec571a8bd6,,,,final aggregate QA for mt23 and mt231-mt235,pass=true; all six final unit identities and ledgered deltas bound,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT23-SOURCE"",""O007-RESOURCE-MT231-SOURCE"",""O007-RESOURCE-MT232-SOURCE"",""O007-RESOURCE-MT233-SOURCE"",""O007-RESOURCE-MT234-SOURCE"",""O007-RESOURCE-MT235-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH23-MODEL-PROVENANCE,,model-provenance-note,,backend/catalog-v1.10/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the cumulative front-matter-through-Chapter-23 backend,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT20-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt20.tex,13484,1834f831142999e976a98d598ecc3bb16e38416e8ee27e42a6bf61655815ecea,,,,official mt2.2016 Volume-II front-matter source for O007-FREMLIN-V2-FRONT-MT20,frozen source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT20-TARGET,,translated-target,,source/id-ID/mt20.tex,13772,ba399518fc0bf8286d6650f513ae97af82d46231174b990b13c774770d37243f,,,,complete id-ID Volume-II front-matter target for O007-FREMLIN-V2-FRONT-MT20,passing exact source-target unit QA receipt,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-V2-FRONT-MT20-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT20-UNIT-QA,,source-target-unit-qa-receipt,,qa/frontmatter/mt20-unit-qa.json,2422,753159dda9ec81a61b7200488cca73552f99fb18caa22d217801443ec4a89f86,,,,source-target structural and residue replay for O007-FREMLIN-V2-FRONT-MT20,pass=true; exact source and target identities,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-V2-FRONT-MT20-SOURCE"",""O007-RESOURCE-V2-FRONT-MT20-TARGET""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT02-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt02.tex,14813,46dffa00a989d92e921509c50e96010e28668e910072aea3caf5e8e29614b5b5,,,,official mt2.2016 Volume-II front-matter source for O007-FREMLIN-V2-FRONT-MT02,frozen source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT02-TARGET,,translated-target,,source/id-ID/mt02.tex,14434,ce5b51a02283e4f584bd97b6689c2337ecb4ac0bc40aa62953501cdb9581a9f9,,,,complete id-ID Volume-II front-matter target for O007-FREMLIN-V2-FRONT-MT02,passing exact source-target unit QA receipt,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-V2-FRONT-MT02-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT02-UNIT-QA,,source-target-unit-qa-receipt,,qa/frontmatter/mt02-unit-qa.json,1926,58378c2a3a5b93815413715370ea19eb907c882dc41467a6c54e3a91bf19b11f,,,,source-target structural and residue replay for O007-FREMLIN-V2-FRONT-MT02,pass=true; exact source and target identities,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-V2-FRONT-MT02-SOURCE"",""O007-RESOURCE-V2-FRONT-MT02-TARGET""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT2-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt2.tex,8066,1b727714ad019cf6040cbeeeacb20949482e839c6e10e547d0398c88f6647e5c,,,,official mt2.2016 Volume-II front-matter source for O007-FREMLIN-V2-FRONT-MT2,frozen source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT2-TARGET,,translated-target,,source/id-ID/mt2.tex,8787,f9df42759823c274cfcc908de4617f9df946b8639b7d21ca57f97f74b8b1bc56,,,,complete id-ID Volume-II front-matter target for O007-FREMLIN-V2-FRONT-MT2,passing exact source-target unit QA receipt,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-V2-FRONT-MT2-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-V2-FRONT-MT2-UNIT-QA,,source-target-unit-qa-receipt,,qa/frontmatter/mt2-unit-qa.json,1913,e43f30954157ad14a8120f1e11e7f7d271f39ac935834071531553f0c973ebda,,,,source-target structural and residue replay for O007-FREMLIN-V2-FRONT-MT2,pass=true; exact source and target identities,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-V2-FRONT-MT2-SOURCE"",""O007-RESOURCE-V2-FRONT-MT2-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT23-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt23.tex,2343,dbb9deede9bd5a5c5f6787e0a1026b8d7a821259cc471b16d79a33e82e12487b,,,,official mt2.2016 authority member for O007-FREMLIN-V2-C23-INTRO,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT23-TARGET,,translated-target,,source/id-ID/mt23.tex,2535,e4769b85131439a4da3d6b87ee578e1efcda13eefddf490954e19e19c3416792,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-C23-INTRO,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT23-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT23-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter23/mt23-unit-qa.json,1913,a55b0ac9ba8b1fa0e14bdc625b534f60b4123270860f6fcb4e2900b5858b4317,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-C23-INTRO",pass=true; exact source/target identities and ledgered math topology,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT23-SOURCE"",""O007-RESOURCE-MT23-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT231-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt231.tex,20345,155ba0f589232260a9d12158c30d23bb9c4173aba0f7776fe7e205d60685bbc9,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S231,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT231-TARGET,,translated-target,,source/id-ID/mt231.tex,22382,e4996d471adaf3e099f3219a779dc6833b3b9f4054c62d33daccd3faee36824c,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S231,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT231-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT231-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter23/mt231-unit-qa.json,3718,53b2efc22d3f9e291dfa9bbf49836e38f549175ecd9e102fa26e498ae6dbf219,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S231",pass=true; exact source/target identities and ledgered math topology,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT231-SOURCE"",""O007-RESOURCE-MT231-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT232-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt232.tex,41008,5661337065d557e82cb4e484ff6445e1ad39f6b0aee3a5245d30ee2e937a0abd,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S232,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT232-TARGET,,translated-target,,source/id-ID/mt232.tex,43235,6935cedc3c36c4f5f78e3fe15d523f24b30b06db2f4d92dce3ddc278d20b1a36,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S232,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT232-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT232-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter23/mt232-unit-qa.json,3626,52946324a57531d813b91af96d032b4a0a4fb814ae24b58b7e76fc8bf18bc129,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S232",pass=true; exact source/target identities and ledgered math topology,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT232-SOURCE"",""O007-RESOURCE-MT232-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT233-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt233.tex,37534,77bdce9b93ae04867d4b29a43eca2f3a147432b4a4460143bad2049a6a7b5f63,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S233,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT233-TARGET,,translated-target,,source/id-ID/mt233.tex,40052,645e10179fd46dbe22934c53dca9be5be09f18d1a5f2cf16e986e8e9a147a4fa,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S233,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT233-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT233-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter23/mt233-unit-qa.json,4401,96fd8edf683e9fa8e2bf9f5e2a001f1242f4b09f46543cc63bbb113ad097152a,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S233",pass=true; exact source/target identities and ledgered math topology,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT233-SOURCE"",""O007-RESOURCE-MT233-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT234-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt234.tex,50690,1b50eb97cca297047460e732faec26746a91d3fab1ca97fec9c2056d0c7339ca,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S234,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter23-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
